GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
0500000US01001,01001,"Autauga County, Alabama",30868,947,38889,3233,25257,1601
0500000US01003,01003,"Baldwin County, Alabama",26948,943,34378,2280,21597,871
0500000US01005,01005,"Barbour County, Alabama",21996,1459,26741,1753,18329,1412
0500000US01007,01007,"Bibb County, Alabama",23529,2866,29801,2152,16334,1701
0500000US01009,01009,"Blount County, Alabama",30090,1803,33832,1643,23295,2281
0500000US01011,01011,"Bullock County, Alabama",21709,2387,24475,6396,18344,2683
0500000US01013,01013,"Butler County, Alabama",24441,2130,29935,3926,19690,1406
0500000US01015,01015,"Calhoun County, Alabama",23991,1036,31579,1110,18413,1054
0500000US01017,01017,"Chambers County, Alabama",25570,1576,29946,4098,23250,2432
0500000US01019,01019,"Cherokee County, Alabama",27110,2045,30943,1444,21538,1660
0500000US01021,01021,"Chilton County, Alabama",30101,1520,33760,2166,23328,2442
0500000US01023,01023,"Choctaw County, Alabama",25655,1766,40061,6524,19080,1580
0500000US01025,01025,"Clarke County, Alabama",27557,2378,41081,3054,19972,2618
0500000US01027,01027,"Clay County, Alabama",24940,2265,29063,3326,21012,3054
0500000US01029,01029,"Cleburne County, Alabama",27474,2445,32478,4498,22014,3033
0500000US01031,01031,"Coffee County, Alabama",27562,1342,36744,3019,20558,1345
0500000US01033,01033,"Colbert County, Alabama",26303,1203,32711,2072,20895,1336
0500000US01035,01035,"Conecuh County, Alabama",21372,1965,30100,8089,17906,1430
0500000US01037,01037,"Coosa County, Alabama",24573,2019,29278,4445,18971,2787
0500000US01039,01039,"Covington County, Alabama",23707,1528,28615,2454,18676,1197
0500000US01041,01041,"Crenshaw County, Alabama",26165,1105,30822,1223,19821,2555
0500000US01043,01043,"Cullman County, Alabama",26290,696,30636,821,22278,1476
0500000US01045,01045,"Dale County, Alabama",26724,828,33171,2099,21150,963
0500000US01047,01047,"Dallas County, Alabama",21133,1492,28267,2553,17523,1540
0500000US01049,01049,"DeKalb County, Alabama",24214,1185,28531,1165,19830,1124
0500000US01051,01051,"Elmore County, Alabama",30968,1113,39939,2602,23817,1571
0500000US01053,01053,"Escambia County, Alabama",25150,1966,30659,1729,20049,1510
0500000US01055,01055,"Etowah County, Alabama",25129,907,30377,1409,19941,951
0500000US01057,01057,"Fayette County, Alabama",22216,2501,30715,2966,16917,1551
0500000US01059,01059,"Franklin County, Alabama",24881,1366,29868,3231,20180,1486
0500000US01061,01061,"Geneva County, Alabama",23969,1589,26309,1977,21371,1592
0500000US01063,01063,"Greene County, Alabama",19917,2290,20591,1956,18899,3429
0500000US01065,01065,"Hale County, Alabama",22045,1692,23772,3544,20605,2761
0500000US01067,01067,"Henry County, Alabama",26614,1711,33150,2999,21910,2328
0500000US01069,01069,"Houston County, Alabama",26269,468,32837,920,21162,491
0500000US01071,01071,"Jackson County, Alabama",25174,957,30335,1171,20879,888
0500000US01073,01073,"Jefferson County, Alabama",30199,363,34670,950,25913,472
0500000US01075,01075,"Lamar County, Alabama",25761,1520,30631,2390,18867,4743
0500000US01077,01077,"Lauderdale County, Alabama",25636,908,33010,2200,19389,1278
0500000US01079,01079,"Lawrence County, Alabama",27071,1840,36780,1972,18175,1281
0500000US01081,01081,"Lee County, Alabama",22513,1004,26814,1051,18752,983
0500000US01083,01083,"Limestone County, Alabama",29654,1575,35677,1571,22117,1226
0500000US01085,01085,"Lowndes County, Alabama",22218,1665,28750,4854,18903,1373
0500000US01087,01087,"Macon County, Alabama",20510,1293,23244,1901,17495,2106
0500000US01089,01089,"Madison County, Alabama",31761,530,41052,1209,25382,621
0500000US01091,01091,"Marengo County, Alabama",26187,1754,35600,7265,19575,2529
0500000US01093,01093,"Marion County, Alabama",22456,1567,26499,1964,18840,1884
0500000US01095,01095,"Marshall County, Alabama",23686,868,27122,1256,20752,878
0500000US01097,01097,"Mobile County, Alabama",26884,426,34391,723,21352,458
0500000US01099,01099,"Monroe County, Alabama",24511,2452,30677,3376,19862,2092
0500000US01101,01101,"Montgomery County, Alabama",26887,597,31763,885,23482,777
0500000US01103,01103,"Morgan County, Alabama",25244,1058,31730,1292,20752,1017
0500000US01105,01105,"Perry County, Alabama",20176,2362,23338,3582,17699,2732
0500000US01107,01107,"Pickens County, Alabama",22455,2160,29068,2507,19143,1485
0500000US01109,01109,"Pike County, Alabama",22469,1713,27639,3251,17685,2415
0500000US01111,01111,"Randolph County, Alabama",26171,1250,28152,4141,21965,2409
0500000US01113,01113,"Russell County, Alabama",26494,903,31840,1927,22029,1333
0500000US01115,01115,"St. Clair County, Alabama",32144,983,38528,1666,24792,1875
0500000US01117,01117,"Shelby County, Alabama",36976,830,48471,1603,28914,1540
0500000US01119,01119,"Sumter County, Alabama",16793,1703,25046,8443,14386,1736
0500000US01121,01121,"Talladega County, Alabama",23392,1775,29529,2195,18522,1253
0500000US01123,01123,"Tallapoosa County, Alabama",25800,1148,27362,1913,24090,1618
0500000US01125,01125,"Tuscaloosa County, Alabama",24582,971,30201,1314,20321,719
0500000US01127,01127,"Walker County, Alabama",24119,1650,32115,2003,19106,1188
0500000US01129,01129,"Washington County, Alabama",27229,3914,39701,5706,20282,2277
0500000US01131,01131,"Wilcox County, Alabama",22637,3249,26389,4585,20265,3351
0500000US01133,01133,"Winston County, Alabama",21599,1133,25653,3110,18010,2202
0500000US02013,02013,"Aleutians East Borough, Alaska",21727,1071,22109,1570,20941,1091
0500000US02016,02016,"Aleutians West Census Area, Alaska",26564,1527,26403,2403,26775,1221
0500000US02020,02020,"Anchorage Municipality, Alaska",38917,927,44811,981,32400,883
0500000US02050,02050,"Bethel Census Area, Alaska",19304,1866,18793,2174,20099,2589
0500000US02060,02060,"Bristol Bay Borough, Alaska",46908,4433,55556,7313,38393,5563
0500000US02068,02068,"Denali Borough, Alaska",32500,6320,52885,18488,20625,6510
0500000US02070,02070,"Dillingham Census Area, Alaska",21728,3314,19180,3073,25949,3246
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",34492,1601,42266,2185,27430,2223
0500000US02100,02100,"Haines Borough, Alaska",27005,5717,33667,8912,24423,2972
0500000US02105,02105,"Hoonah-Angoon Census Area, Alaska",24639,2499,27477,5333,17181,5609
0500000US02110,02110,"Juneau City and Borough, Alaska",40267,1512,45483,2689,34905,2632
0500000US02122,02122,"Kenai Peninsula Borough, Alaska",32193,999,44165,2344,24094,1710
0500000US02130,02130,"Ketchikan Gateway Borough, Alaska",34640,2596,41394,4681,31417,1888
0500000US02150,02150,"Kodiak Island Borough, Alaska",26938,2486,35279,5980,20808,3730
0500000US02164,02164,"Lake and Peninsula Borough, Alaska",20817,2279,26875,6997,16250,2553
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",36793,1147,48212,2534,25938,1160
0500000US02180,02180,"Nome Census Area, Alaska",22992,1904,20934,2197,25033,2402
0500000US02185,02185,"North Slope Borough, Alaska",51288,3703,67092,10992,31556,2765
0500000US02188,02188,"Northwest Arctic Borough, Alaska",23614,2850,24639,4054,22409,2972
0500000US02195,02195,"Petersburg Census Area, Alaska",28962,5297,39375,15890,22542,3846
0500000US02198,02198,"Prince of Wales-Hyder Census Area, Alaska",25385,3783,32917,3974,17545,2230
0500000US02220,02220,"Sitka City and Borough, Alaska",33766,3279,43634,4475,30251,3097
0500000US02230,02230,"Skagway Municipality, Alaska",31556,3494,38042,12335,25375,14340
0500000US02240,02240,"Southeast Fairbanks Census Area, Alaska",35347,4269,47627,8872,23367,3695
0500000US02261,02261,"Valdez-Cordova Census Area, Alaska",34850,4225,43406,6386,26370,5530
0500000US02270,02270,"Wade Hampton Census Area, Alaska",12637,1139,12252,1444,13180,1480
0500000US02275,02275,"Wrangell City and Borough, Alaska",29044,3738,32219,4501,26772,1527
0500000US02282,02282,"Yakutat City and Borough, Alaska",36125,10595,34125,22226,37500,7730
0500000US02290,02290,"Yukon-Koyukuk Census Area, Alaska",17004,1392,17788,2126,16360,1920
0500000US04001,04001,"Apache County, Arizona",23647,1450,25708,1464,22007,1108
0500000US04003,04003,"Cochise County, Arizona",24831,1342,27219,2150,22000,939
0500000US04005,04005,"Coconino County, Arizona",22378,831,26240,1127,20120,990
0500000US04007,04007,"Gila County, Arizona",25270,1808,32044,1915,21117,1047
0500000US04009,04009,"Graham County, Arizona",27125,1908,36024,2393,19048,1825
0500000US04011,04011,"Greenlee County, Arizona",35625,4185,44543,7488,23451,4959
0500000US04012,04012,"La Paz County, Arizona",24350,2182,30209,2176,19032,1586
0500000US04013,04013,"Maricopa County, Arizona",31651,137,35687,331,27791,356
0500000US04015,04015,"Mohave County, Arizona",22259,587,26782,1014,19070,1128
0500000US04017,04017,"Navajo County, Arizona",22903,1129,26692,1397,18974,999
0500000US04019,04019,"Pima County, Arizona",26132,283,30359,373,22446,445
0500000US04021,04021,"Pinal County, Arizona",30836,635,34388,906,25421,1331
0500000US04023,04023,"Santa Cruz County, Arizona",22010,1270,26988,2590,18382,2135
0500000US04025,04025,"Yavapai County, Arizona",22997,979,26704,1158,20296,854
0500000US04027,04027,"Yuma County, Arizona",22198,580,26482,952,17000,715
0500000US05001,05001,"Arkansas County, Arkansas",24381,1855,31387,2047,19307,1832
0500000US05003,05003,"Ashley County, Arkansas",25769,2015,35000,3742,17940,1545
0500000US05005,05005,"Baxter County, Arkansas",21753,1117,24978,2101,20076,1444
0500000US05007,05007,"Benton County, Arkansas",31247,614,36307,892,26581,617
0500000US05009,05009,"Boone County, Arkansas",22485,1346,27974,2723,19251,1695
0500000US05011,05011,"Bradley County, Arkansas",23720,2855,29983,2748,16577,2125
0500000US05013,05013,"Calhoun County, Arkansas",23369,2638,25685,3095,21475,1946
0500000US05015,05015,"Carroll County, Arkansas",22663,1006,24764,1335,20046,1600
0500000US05017,05017,"Chicot County, Arkansas",21382,1087,26222,2417,18648,1796
0500000US05019,05019,"Clark County, Arkansas",16463,1641,20737,1612,12491,1952
0500000US05021,05021,"Clay County, Arkansas",22568,1073,25302,1420,19161,1649
0500000US05023,05023,"Cleburne County, Arkansas",23175,1767,31837,2757,15436,1854
0500000US05025,05025,"Cleveland County, Arkansas",27003,1040,32963,5137,23949,1784
0500000US05027,05027,"Columbia County, Arkansas",19278,1572,26888,2294,15640,1747
0500000US05029,05029,"Conway County, Arkansas",23982,1164,29219,3434,20136,2027
0500000US05031,05031,"Craighead County, Arkansas",25221,828,29068,1389,21102,977
0500000US05033,05033,"Crawford County, Arkansas",24717,1189,30536,1570,20338,850
0500000US05035,05035,"Crittenden County, Arkansas",28549,1481,32362,2159,24326,1852
0500000US05037,05037,"Cross County, Arkansas",24102,2342,29154,2161,20066,1332
0500000US05039,05039,"Dallas County, Arkansas",23647,2145,29741,4306,19680,1695
0500000US05041,05041,"Desha County, Arkansas",22317,3198,26972,3413,18345,3126
0500000US05043,05043,"Drew County, Arkansas",20736,2522,25622,3037,17028,1731
0500000US05045,05045,"Faulkner County, Arkansas",27169,853,33995,2853,21638,930
0500000US05047,05047,"Franklin County, Arkansas",22494,2906,27750,5145,18063,2898
0500000US05049,05049,"Fulton County, Arkansas",21108,2373,24561,3950,16820,3828
0500000US05051,05051,"Garland County, Arkansas",23347,1162,26581,1438,20019,1124
0500000US05053,05053,"Grant County, Arkansas",30110,2537,35725,3799,24514,2144
0500000US05055,05055,"Greene County, Arkansas",25383,894,29840,2547,21061,2362
0500000US05057,05057,"Hempstead County, Arkansas",21365,1219,25364,2424,17272,1538
0500000US05059,05059,"Hot Spring County, Arkansas",23651,1110,26439,1238,20441,1533
0500000US05061,05061,"Howard County, Arkansas",22271,1329,28620,2026,17095,1522
0500000US05063,05063,"Independence County, Arkansas",22297,1249,26261,1469,19309,2277
0500000US05065,05065,"Izard County, Arkansas",22569,2415,25663,2574,18173,3100
0500000US05067,05067,"Jackson County, Arkansas",20336,1349,25343,2207,15053,1933
0500000US05069,05069,"Jefferson County, Arkansas",25857,1163,31576,2156,22198,1587
0500000US05071,05071,"Johnson County, Arkansas",22181,1225,26959,1313,16452,2218
0500000US05073,05073,"Lafayette County, Arkansas",20890,3234,22700,5647,17644,3161
0500000US05075,05075,"Lawrence County, Arkansas",21656,1194,25731,1824,17556,1915
0500000US05077,05077,"Lee County, Arkansas",17376,2063,20197,5489,16735,1764
0500000US05079,05079,"Lincoln County, Arkansas",25250,3591,29013,5578,21091,2419
0500000US05081,05081,"Little River County, Arkansas",26394,1566,36019,4276,19664,2087
0500000US05083,05083,"Logan County, Arkansas",24536,2158,30750,1599,19238,1987
0500000US05085,05085,"Lonoke County, Arkansas",30440,1055,38287,1814,25274,1063
0500000US05087,05087,"Madison County, Arkansas",24184,1868,29433,3358,19959,3164
0500000US05089,05089,"Marion County, Arkansas",19567,1692,20905,1704,18173,1962
0500000US05091,05091,"Miller County, Arkansas",25825,981,31168,2030,21912,1274
0500000US05093,05093,"Mississippi County, Arkansas",25063,1392,31275,973,18156,1166
0500000US05095,05095,"Monroe County, Arkansas",21531,1463,26409,1352,17176,2010
0500000US05097,05097,"Montgomery County, Arkansas",20283,2787,25428,2329,14079,1656
0500000US05099,05099,"Nevada County, Arkansas",21441,2277,24855,2687,17877,2334
0500000US05101,05101,"Newton County, Arkansas",18757,2470,19467,3284,17589,3574
0500000US05103,05103,"Ouachita County, Arkansas",24406,2270,30722,2331,18585,2256
0500000US05105,05105,"Perry County, Arkansas",26168,1305,28300,3680,22920,2405
0500000US05107,05107,"Phillips County, Arkansas",21182,2007,25149,3299,18827,2252
0500000US05109,05109,"Pike County, Arkansas",21055,1515,23853,3499,18136,2077
0500000US05111,05111,"Poinsett County, Arkansas",22969,1494,27433,1975,19179,2230
0500000US05113,05113,"Polk County, Arkansas",21442,1094,25865,2407,17834,1503
0500000US05115,05115,"Pope County, Arkansas",21263,980,27208,1672,16337,774
0500000US05117,05117,"Prairie County, Arkansas",24403,1851,30695,1831,18007,2079
0500000US05119,05119,"Pulaski County, Arkansas",30427,408,33494,941,27304,663
0500000US05121,05121,"Randolph County, Arkansas",24199,1763,27177,3981,21223,4036
0500000US05123,05123,"St. Francis County, Arkansas",23040,1830,25704,1648,20759,1572
0500000US05125,05125,"Saline County, Arkansas",31737,804,36665,1176,27672,1547
0500000US05127,05127,"Scott County, Arkansas",23564,1539,26334,1353,20179,1665
0500000US05129,05129,"Searcy County, Arkansas",17284,1889,18980,3446,16194,2010
0500000US05131,05131,"Sebastian County, Arkansas",25070,758,30153,1626,20925,800
0500000US05133,05133,"Sevier County, Arkansas",23055,1233,26171,2355,20221,2000
0500000US05135,05135,"Sharp County, Arkansas",21481,1938,26629,3812,16699,2742
0500000US05137,05137,"Stone County, Arkansas",16823,1028,19756,3912,15893,1198
0500000US05139,05139,"Union County, Arkansas",25317,1149,32603,1673,18840,1744
0500000US05141,05141,"Van Buren County, Arkansas",20102,2094,26148,3612,15264,1966
0500000US05143,05143,"Washington County, Arkansas",25261,512,28070,1117,21487,744
0500000US05145,05145,"White County, Arkansas",25177,1260,33031,1864,18562,1224
0500000US05147,05147,"Woodruff County, Arkansas",21845,1669,26696,3314,19270,1396
0500000US05149,05149,"Yell County, Arkansas",24911,1997,31024,1661,18195,2995
0500000US06001,06001,"Alameda County, California",40065,310,43997,508,34671,616
0500000US06003,06003,"Alpine County, California",23846,7595,24038,7817,19853,11103
0500000US06005,06005,"Amador County, California",30508,2099,34188,5296,26334,3571
0500000US06007,06007,"Butte County, California",22749,1013,26719,1001,19919,1057
0500000US06009,06009,"Calaveras County, California",33431,3582,42054,1968,26272,1721
0500000US06011,06011,"Colusa County, California",25291,1301,28342,3571,20371,1758
0500000US06013,06013,"Contra Costa County, California",41020,467,48013,1147,34022,742
0500000US06015,06015,"Del Norte County, California",23650,1705,27715,4163,19922,2296
0500000US06017,06017,"El Dorado County, California",35016,1249,42600,1931,29502,1830
0500000US06019,06019,"Fresno County, California",23545,432,26028,522,21093,432
0500000US06021,06021,"Glenn County, California",22657,2094,26888,1972,17311,1682
0500000US06023,06023,"Humboldt County, California",22483,787,26749,1053,17595,1010
0500000US06025,06025,"Imperial County, California",23104,984,28021,1603,18024,863
0500000US06027,06027,"Inyo County, California",27458,2735,35697,3514,21529,2629
0500000US06029,06029,"Kern County, California",24688,459,29661,712,19731,509
0500000US06031,06031,"Kings County, California",25248,778,28705,1469,20536,749
0500000US06033,06033,"Lake County, California",22316,1489,26121,2041,20163,1813
0500000US06035,06035,"Lassen County, California",31314,1876,36897,5273,26563,4042
0500000US06037,06037,"Los Angeles County, California",28981,164,31509,107,25842,139
0500000US06039,06039,"Madera County, California",22442,717,24362,1105,19973,887
0500000US06041,06041,"Marin County, California",44549,1044,53119,1660,38694,1608
0500000US06043,06043,"Mariposa County, California",28472,2896,31560,5302,26032,3177
0500000US06045,06045,"Mendocino County, California",23010,1087,25866,1321,20349,1002
0500000US06047,06047,"Merced County, California",22473,691,26106,574,18254,1049
0500000US06049,06049,"Modoc County, California",21123,2847,25273,4505,17434,1947
0500000US06051,06051,"Mono County, California",27606,4247,32083,5611,23090,5930
0500000US06053,06053,"Monterey County, California",25052,498,27133,617,21627,508
0500000US06055,06055,"Napa County, California",33521,1091,37112,1502,30181,1482
0500000US06057,06057,"Nevada County, California",28982,1903,35245,3480,23970,1646
0500000US06059,06059,"Orange County, California",34757,372,41125,353,29155,565
0500000US06061,06061,"Placer County, California",39468,812,48356,1678,31613,857
0500000US06063,06063,"Plumas County, California",26856,1962,32488,3575,21455,1294
0500000US06065,06065,"Riverside County, California",28260,430,32976,584,23338,373
0500000US06067,06067,"Sacramento County, California",31878,249,35502,584,29383,599
0500000US06069,06069,"San Benito County, California",30761,1439,34993,1994,25679,2024
0500000US06071,06071,"San Bernardino County, California",28172,455,32760,545,23153,416
0500000US06073,06073,"San Diego County, California",32342,167,37787,432,27214,233
0500000US06075,06075,"San Francisco County, California",45089,677,50272,660,40343,613
0500000US06077,06077,"San Joaquin County, California",27310,348,32154,589,22343,492
0500000US06079,06079,"San Luis Obispo County, California",27004,652,32034,989,22110,841
0500000US06081,06081,"San Mateo County, California",43457,614,48528,828,39227,935
0500000US06083,06083,"Santa Barbara County, California",25915,414,30046,852,21893,526
0500000US06085,06085,"Santa Clara County, California",44681,410,53454,653,35777,606
0500000US06087,06087,"Santa Cruz County, California",28205,1121,32639,1462,22592,910
0500000US06089,06089,"Shasta County, California",26451,668,31078,863,22403,1014
0500000US06091,06091,"Sierra County, California",24844,3142,25833,11468,24250,4016
0500000US06093,06093,"Siskiyou County, California",21440,1101,23675,1544,18086,2139
0500000US06095,06095,"Solano County, California",34614,946,39661,974,30587,644
0500000US06097,06097,"Sonoma County, California",32024,456,36373,979,28533,984
0500000US06099,06099,"Stanislaus County, California",26266,402,31918,629,20916,509
0500000US06101,06101,"Sutter County, California",26165,907,30581,1548,21905,1138
0500000US06103,06103,"Tehama County, California",25226,1097,29223,2843,20115,1434
0500000US06105,06105,"Trinity County, California",24183,4004,28528,4363,19717,3175
0500000US06107,06107,"Tulare County, California",21930,381,25608,576,18519,776
0500000US06109,06109,"Tuolumne County, California",24347,1602,26665,3636,21754,2236
0500000US06111,06111,"Ventura County, California",31994,309,38488,963,26193,433
0500000US06113,06113,"Yolo County, California",26735,697,31627,875,22355,1144
0500000US06115,06115,"Yuba County, California",24046,1353,28480,2961,20096,1658
0500000US08001,08001,"Adams County, Colorado",31532,314,35764,586,26778,525
0500000US08003,08003,"Alamosa County, Colorado",17058,2242,19391,3845,15325,2659
0500000US08005,08005,"Arapahoe County, Colorado",33310,618,38248,1022,29620,849
0500000US08007,08007,"Archuleta County, Colorado",23939,3010,26343,3241,20491,3762
0500000US08009,08009,"Baca County, Colorado",25011,2678,28477,2927,19889,2825
0500000US08011,08011,"Bent County, Colorado",25575,4159,26520,7931,24191,4779
0500000US08013,08013,"Boulder County, Colorado",30642,494,37668,1189,24305,1005
0500000US08014,08014,"Broomfield County, Colorado",43165,2799,53628,2047,32710,2073
0500000US08015,08015,"Chaffee County, Colorado",24867,2416,29971,4192,19759,3313
0500000US08017,08017,"Cheyenne County, Colorado",25774,4326,31714,6888,18313,2947
0500000US08019,08019,"Clear Creek County, Colorado",37500,6044,43976,4880,30770,4320
0500000US08021,08021,"Conejos County, Colorado",22238,2121,27766,3526,17188,1864
0500000US08023,08023,"Costilla County, Colorado",18365,4428,21357,2358,15641,2457
0500000US08025,08025,"Crowley County, Colorado",20106,3954,24957,7931,14489,4674
0500000US08027,08027,"Custer County, Colorado",21322,4669,27961,5965,12474,3060
0500000US08029,08029,"Delta County, Colorado",23030,1980,32013,2219,18596,2717
0500000US08031,08031,"Denver County, Colorado",32336,328,35079,804,30357,375
0500000US08033,08033,"Dolores County, Colorado",30371,6923,34583,3105,21200,4015
0500000US08035,08035,"Douglas County, Colorado",51131,744,67145,2009,35298,1197
0500000US08037,08037,"Eagle County, Colorado",35704,1146,39777,3172,31599,968
0500000US08039,08039,"Elbert County, Colorado",37825,1842,51282,2716,30080,1877
0500000US08041,08041,"El Paso County, Colorado",30481,340,37019,683,24384,649
0500000US08043,08043,"Fremont County, Colorado",21928,1675,25430,3889,19139,2160
0500000US08045,08045,"Garfield County, Colorado",31004,1170,37348,2772,24928,2575
0500000US08047,08047,"Gilpin County, Colorado",31522,5588,33007,6534,29491,5849
0500000US08049,08049,"Grand County, Colorado",34510,2450,37509,4153,28258,2676
0500000US08051,08051,"Gunnison County, Colorado",21962,1682,27073,2732,16131,2563
0500000US08053,08053,"Hinsdale County, Colorado",27778,3290,31167,8029,23333,8084
0500000US08055,08055,"Huerfano County, Colorado",19433,3597,20972,7548,19002,3069
0500000US08057,08057,"Jackson County, Colorado",29408,5230,32537,2597,19063,8035
0500000US08059,08059,"Jefferson County, Colorado",37895,553,44304,660,31899,490
0500000US08061,08061,"Kiowa County, Colorado",21372,3141,31118,4428,15000,3021
0500000US08063,08063,"Kit Carson County, Colorado",26304,1449,31047,1977,20158,4322
0500000US08065,08065,"Lake County, Colorado",31564,2898,36787,6529,21452,3107
0500000US08067,08067,"La Plata County, Colorado",27100,1140,32400,2389,22710,1598
0500000US08069,08069,"Larimer County, Colorado",27097,597,33749,1284,21634,642
0500000US08071,08071,"Las Animas County, Colorado",24729,2134,31136,2038,18526,2277
0500000US08073,08073,"Lincoln County, Colorado",28234,4003,34167,4749,24948,3552
0500000US08075,08075,"Logan County, Colorado",21360,1252,26027,1791,15769,2823
0500000US08077,08077,"Mesa County, Colorado",27439,1089,34830,1667,21613,704
0500000US08079,08079,"Mineral County, Colorado",20197,5225,20724,3664,17361,7724
0500000US08081,08081,"Moffat County, Colorado",27061,1982,41776,5311,21511,1160
0500000US08083,08083,"Montezuma County, Colorado",24268,2671,27400,2609,20233,2069
0500000US08085,08085,"Montrose County, Colorado",24233,1833,30826,1679,18558,1887
0500000US08087,08087,"Morgan County, Colorado",26294,1231,30755,1495,22203,1353
0500000US08089,08089,"Otero County, Colorado",21609,1279,25925,2889,19418,1613
0500000US08091,08091,"Ouray County, Colorado",30131,2429,32294,5366,23095,4061
0500000US08093,08093,"Park County, Colorado",33342,3123,40877,5370,27430,2863
0500000US08095,08095,"Phillips County, Colorado",23992,3367,30347,3982,15166,1705
0500000US08097,08097,"Pitkin County, Colorado",33446,3685,40556,5508,29088,2996
0500000US08099,08099,"Prowers County, Colorado",20888,1710,25404,2311,15590,2109
0500000US08101,08101,"Pueblo County, Colorado",26150,674,31815,1058,22106,1017
0500000US08103,08103,"Rio Blanco County, Colorado",31823,5806,49549,3232,16554,3781
0500000US08105,08105,"Rio Grande County, Colorado",21325,2046,26913,5309,16268,2090
0500000US08107,08107,"Routt County, Colorado",31017,1258,35148,3391,26230,3087
0500000US08109,08109,"Saguache County, Colorado",19383,2031,21443,1993,17113,1707
0500000US08111,08111,"San Juan County, Colorado",23287,4738,25893,7855,16875,6539
0500000US08113,08113,"San Miguel County, Colorado",32178,1769,40399,7146,29034,4748
0500000US08115,08115,"Sedgwick County, Colorado",22457,2533,26352,2279,17175,2225
0500000US08117,08117,"Summit County, Colorado",31212,1506,32941,3525,29504,2956
0500000US08119,08119,"Teller County, Colorado",29385,2472,37138,4110,23740,2285
0500000US08121,08121,"Washington County, Colorado",26058,1424,31086,1600,19899,2138
0500000US08123,08123,"Weld County, Colorado",30596,495,36602,925,24121,880
0500000US08125,08125,"Yuma County, Colorado",27795,3223,33834,3909,17076,3348
0500000US09001,09001,"Fairfield County, Connecticut",40713,402,51099,576,31505,422
0500000US09003,09003,"Hartford County, Connecticut",38044,439,44371,559,32103,342
0500000US09005,09005,"Litchfield County, Connecticut",39576,876,47892,1436,31323,829
0500000US09007,09007,"Middlesex County, Connecticut",44121,1171,52723,1266,35612,1381
0500000US09009,09009,"New Haven County, Connecticut",36135,450,43456,630,30720,465
0500000US09011,09011,"New London County, Connecticut",34834,843,43300,964,28796,929
0500000US09013,09013,"Tolland County, Connecticut",36057,1487,44487,1522,26851,1206
0500000US09015,09015,"Windham County, Connecticut",31889,550,38259,1799,26781,900
0500000US10001,10001,"Kent County, Delaware",30645,687,36154,1304,25234,982
0500000US10003,10003,"New Castle County, Delaware",36002,542,42230,649,31147,433
0500000US10005,10005,"Sussex County, Delaware",26741,597,31209,793,23354,874
0500000US11001,11001,"District of Columbia, District of Columbia",45231,739,48526,1046,42964,690
0500000US12001,12001,"Alachua County, Florida",24360,951,27012,835,21294,927
0500000US12003,12003,"Baker County, Florida",31475,1596,39115,2951,24282,2036
0500000US12005,12005,"Bay County, Florida",25995,609,30693,878,22007,723
0500000US12007,12007,"Bradford County, Florida",27130,2925,32739,1897,21650,963
0500000US12009,12009,"Brevard County, Florida",28527,568,34819,971,23986,637
0500000US12011,12011,"Broward County, Florida",30458,181,33532,553,26878,247
0500000US12013,12013,"Calhoun County, Florida",23697,2918,25118,3385,22512,4310
0500000US12015,12015,"Charlotte County, Florida",23796,838,26893,1241,21486,937
0500000US12017,12017,"Citrus County, Florida",22904,1195,26730,1552,20757,1047
0500000US12019,12019,"Clay County, Florida",31715,754,37557,1447,26124,931
0500000US12021,12021,"Collier County, Florida",25966,426,27759,1040,23524,946
0500000US12023,12023,"Columbia County, Florida",24026,1249,27681,3012,21358,1423
0500000US12027,12027,"DeSoto County, Florida",19389,1545,19883,2134,18572,1924
0500000US12029,12029,"Dixie County, Florida",25346,2118,26927,4266,24423,2345
0500000US12031,12031,"Duval County, Florida",30402,262,33257,498,26644,438
0500000US12033,12033,"Escambia County, Florida",24526,642,27253,745,21918,663
0500000US12035,12035,"Flagler County, Florida",26814,1409,31158,2684,24409,2311
0500000US12037,12037,"Franklin County, Florida",23771,2837,25708,2991,21591,3510
0500000US12039,12039,"Gadsden County, Florida",26699,1010,28082,2054,25386,1578
0500000US12041,12041,"Gilchrist County, Florida",24718,2661,25497,2870,23777,3513
0500000US12043,12043,"Glades County, Florida",20671,1769,21735,1910,18304,3079
0500000US12045,12045,"Gulf County, Florida",22884,3436,28313,4550,20682,1433
0500000US12047,12047,"Hamilton County, Florida",25758,2844,28299,3776,22217,4197
0500000US12049,12049,"Hardee County, Florida",18867,2182,19644,3929,18347,1718
0500000US12051,12051,"Hendry County, Florida",21378,1328,21803,2587,20740,1486
0500000US12053,12053,"Hernando County, Florida",25151,722,29612,1886,22030,785
0500000US12055,12055,"Highlands County, Florida",20707,857,21126,1100,20277,1369
0500000US12057,12057,"Hillsborough County, Florida",30375,237,33457,587,26915,350
0500000US12059,12059,"Holmes County, Florida",25857,2116,28963,4826,22216,3133
0500000US12061,12061,"Indian River County, Florida",24050,1028,26702,1581,21666,998
0500000US12063,12063,"Jackson County, Florida",22957,1484,24118,2282,22235,1419
0500000US12065,12065,"Jefferson County, Florida",25872,3692,30455,4983,21784,2375
