GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
0400000US28,28,Mississippi,1079088,4639,37404,446,63.2,0.2,47192,645,34.8,0.2,24321,529,0.4,0.1,35386,5341,0.6,0.1,45804,6157,,,75112,61969,0.4,0.1,36024,10029,0.6,0.1,34731,6125,1.3,0.1,39063,3785,62.4,0.2,47276,642,4.9,0.2,20486,1137,35.0,0.3,42353,774,38.4,0.2,44817,691,21.7,0.2,24664,435,746936,4922,46413,565,45.4,0.5,43341,941,54.6,0.5,48508,625,67.5,0.5,60075,623,25.8,0.5,21097,460,6.7,0.2,31920,1185,332152,4073,20788,448,53.8,0.8,16995,442,49.0,0.8,15969,410,4.8,0.4,37114,2543,46.2,0.8,26027,613,38.2,0.7,23645,1066,8.0,0.5,38911,2252,28.7,,(X),,29.5,,(X),,25.2,,(X),
0400000US29,29,Missouri,2317739,5803,46408,274,85.7,0.2,48910,298,10.5,0.1,30433,625,0.4,0.1,34519,3855,1.2,0.1,55521,2918,0.0,0.1,48737,9222,0.7,0.1,37525,4901,1.3,0.1,36382,1635,2.1,0.1,39339,2764,84.5,0.2,49038,307,5.4,0.1,25678,686,35.1,0.2,51780,474,38.0,0.2,56759,511,21.5,0.1,30363,349,1527182,6013,57593,358,45.8,0.2,55826,572,54.2,0.2,58942,464,75.7,0.3,67527,401,17.9,0.3,28051,523,6.3,0.2,39202,1028,790557,5865,27071,258,54.3,0.4,23387,370,47.3,0.4,21393,323,7.0,0.2,45563,1501,45.7,0.4,32275,402,36.6,0.5,29633,612,9.1,0.3,48812,1456,24.8,,(X),,25.0,,(X),,23.0,,(X),
0400000US30,30,Montana,373455,2065,44042,537,92.6,0.3,45110,651,0.2,0.1,23587,7262,4.6,0.2,25865,1654,0.5,0.1,28774,5267,,,60694,11451,0.6,0.1,34314,10797,1.5,0.1,40560,6101,1.8,0.2,32399,5337,91.5,0.3,45339,641,5.6,0.3,25117,1633,30.8,0.4,47351,1217,41.4,0.4,53862,973,22.2,0.3,30020,665,240224,2387,55211,825,42.1,0.7,52917,1351,57.9,0.7,56865,961,81.2,0.6,62065,657,13.0,0.5,24869,1490,5.7,0.4,39500,2195,133231,2470,25540,533,51.1,1.0,22381,649,42.4,0.9,20068,692,8.7,0.6,43409,3014,48.9,1.0,29754,1134,38.6,0.8,25941,797,10.3,0.8,48355,1843,24.1,,(X),,24.6,,(X),,21.8,,(X),
0400000US31,31,Nebraska,702293,2697,49231,412,91.1,0.2,50624,399,3.8,0.1,28194,2234,0.6,0.1,28662,6919,1.3,0.1,57857,4644,,,27000,21167,2.0,0.1,40264,2558,1.1,0.1,34319,5504,5.1,0.1,37774,1589,88.2,0.2,51197,399,7.1,0.2,27306,1201,34.8,0.3,54752,686,37.0,0.3,61045,708,21.2,0.2,31203,514,461537,3098,61435,444,46.9,0.4,59870,717,53.1,0.4,62543,612,79.9,0.5,68881,553,14.1,0.4,28730,1107,6.0,0.3,40034,1921,240756,2703,27700,552,52.2,0.7,23758,595,45.0,0.7,21700,406,7.2,0.4,45554,1592,47.8,0.7,32166,707,38.2,0.7,29119,868,9.6,0.5,52124,2207,21.9,,(X),,21.9,,(X),,20.6,,(X),
0400000US32,32,Nevada,947147,4481,56348,529,78.6,0.3,58341,606,7.5,0.1,42295,1392,1.2,0.1,47716,4867,5.4,0.1,61470,2826,0.4,0.1,55615,9559,5.0,0.2,49101,2464,1.9,0.1,53253,6563,18.1,0.2,47113,823,66.1,0.3,61618,657,4.6,0.2,38712,1442,39.3,0.3,60504,973,38.2,0.3,64699,874,17.9,0.2,38858,858,615626,4266,65124,550,47.6,0.5,60540,1017,52.4,0.5,69615,858,72.7,0.4,75577,591,18.0,0.4,36614,890,9.3,0.3,51032,1458,331521,4103,38739,607,45.6,0.7,32358,620,36.7,0.7,27927,843,8.9,0.5,59792,3466,54.4,0.7,44003,748,40.2,0.8,37456,921,14.2,0.5,70310,2694,24.8,,(X),,24.7,,(X),,23.2,,(X),
0400000US33,33,New Hampshire,503994,1986,63989,596,95.9,0.2,64155,613,0.8,0.1,42500,11098,0.3,0.1,58041,30084,1.6,0.1,71508,5337,,,48912,30075,0.5,0.1,44614,7686,0.8,0.1,58220,14676,1.8,0.1,50343,4032,94.7,0.2,64328,641,3.4,0.2,32565,2663,34.7,0.4,70772,1063,42.6,0.3,74384,1246,19.3,0.3,36616,1209,342254,2806,76622,693,45.8,0.6,77519,1168,54.2,0.6,75954,911,80.0,0.6,85991,753,13.9,0.5,37813,1577,6.1,0.3,51371,2066,161740,2391,36359,868,52.2,1.0,30309,1053,42.0,1.0,24929,982,10.2,0.6,62861,3121,47.8,1.0,43532,1673,34.0,1.0,36432,1131,13.8,0.9,70394,2660,25.8,,(X),,25.1,,(X),,25.4,,(X),
0400000US34,34,New Jersey,3149545,5317,69674,354,73.5,0.2,75361,383,13.2,0.1,47357,776,0.2,0.1,47592,10151,6.5,0.1,97656,1609,,,73267,19365,5.5,0.1,44748,934,1.1,0.1,60835,2367,12.8,0.1,48302,670,66.8,0.1,78200,440,2.4,0.1,33697,2059,35.8,0.2,76244,566,40.4,0.1,86124,629,21.4,0.1,38699,407,2179588,7852,84743,426,47.8,0.2,85803,694,52.2,0.2,83841,614,74.9,0.3,99761,564,18.4,0.2,43785,548,6.7,0.2,56398,1140,969957,8025,39456,464,55.5,0.4,32062,485,49.0,0.4,28774,508,6.5,0.2,75824,2448,44.5,0.4,48634,724,35.5,0.4,42782,787,9.0,0.3,79207,2055,28.6,,(X),,29.4,,(X),,25.5,,(X),
0400000US35,35,New Mexico,736392,3289,43202,539,75.1,0.4,45803,610,2.0,0.1,37243,4243,6.7,0.2,32523,1636,1.3,0.1,53769,7592,,,38750,13669,12.8,0.3,37005,1462,2.0,0.2,37494,3296,38.9,0.3,36053,788,50.5,0.4,51494,706,5.9,0.2,23605,1484,33.8,0.3,45804,815,38.7,0.3,53282,924,21.5,0.2,31730,790,482189,3962,51724,652,46.4,0.5,45441,1000,53.6,0.5,57194,787,71.0,0.6,63535,733,20.4,0.6,25602,1044,8.6,0.3,38311,1785,254203,3380,28052,757,51.8,0.8,25215,736,44.6,0.7,22404,764,7.2,0.4,47701,3022,48.2,0.8,31441,964,38.0,0.8,27621,1030,10.2,0.6,47082,4106,23.9,,(X),,24.8,,(X),,20.8,,(X),
0400000US36,36,New York,7111130,8450,55401,210,71.5,0.1,61832,247,14.3,0.1,40522,488,0.4,0.1,37160,3562,5.7,0.1,60024,1304,0.0,0.1,42645,14909,6.9,0.1,35171,599,1.3,0.1,45456,2045,13.3,0.1,38688,462,66.1,0.1,63254,243,3.2,0.1,28405,766,35.1,0.1,61821,390,39.9,0.1,67635,395,21.7,0.1,32938,267,4584136,11953,67229,244,46.1,0.2,63962,439,53.9,0.2,69766,329,70.2,0.2,82066,315,22.4,0.2,34716,397,7.4,0.1,50204,856,2526994,11588,34661,273,55.8,0.3,29198,282,48.3,0.2,25570,245,7.5,0.1,65067,1216,44.2,0.3,42106,404,34.8,0.3,36381,453,9.4,0.2,70033,1494,30.6,,(X),,32.1,,(X),,26.2,,(X),
0400000US37,37,North Carolina,3533366,9078,46107,236,73.4,0.1,51918,263,20.7,0.1,31580,394,1.0,0.1,32245,1871,1.5,0.1,60146,2760,0.0,0.1,37016,5520,2.6,0.1,33033,1027,0.9,0.1,37719,2053,4.6,0.1,35559,705,71.5,0.1,52266,269,5.3,0.1,25082,804,37.2,0.2,50901,412,37.9,0.2,55118,416,19.6,0.1,30175,342,2355509,8581,56558,255,45.7,0.2,54055,493,54.3,0.2,58349,335,74.1,0.3,67934,289,19.4,0.3,26831,364,6.4,0.2,38277,869,1177857,9273,27703,357,54.5,0.4,23989,420,47.8,0.4,21840,339,6.8,0.2,46435,1441,45.5,0.4,32410,434,35.7,0.4,29503,525,9.8,0.3,48794,1241,26.0,,(X),,26.6,,(X),,23.6,,(X),
0400000US38,38,North Dakota,273213,1716,45390,623,93.5,0.3,46798,643,0.8,0.1,27942,8060,3.6,0.2,24923,3374,0.7,0.1,40666,9932,,,25688,7245,0.5,0.1,27768,10181,0.9,0.2,23717,12217,1.3,0.1,29343,5146,92.8,0.3,46903,638,10.8,0.5,25180,1493,32.1,0.3,53329,1146,35.4,0.4,59848,1152,21.7,0.3,27248,822,169084,2224,60387,770,44.4,0.7,60946,1666,55.6,0.7,60046,984,82.0,0.8,67067,782,12.3,0.7,25805,1487,5.7,0.4,41817,2181,104129,2060,25492,527,49.7,0.9,20657,667,41.8,0.9,18947,685,7.9,0.7,36623,3913,50.3,0.9,31202,955,39.4,1.2,27811,1097,10.8,0.9,46654,3200,24.3,,(X),,24.4,,(X),,23.5,,(X),
0400000US39,39,Ohio,4506487,9324,48023,152,85.3,0.1,51104,163,11.6,0.1,29127,430,0.2,0.1,34163,5201,1.4,0.1,64924,2361,,,44676,22619,0.6,0.1,36229,1989,0.9,0.1,37949,2049,1.9,0.1,37323,1401,84.1,0.1,51262,167,4.6,0.1,23057,686,34.8,0.1,53553,313,39.0,0.1,59913,327,21.6,0.1,30887,257,2952141,9870,60304,219,45.4,0.2,58708,468,54.6,0.2,61351,263,74.5,0.2,71433,270,19.0,0.2,27901,482,6.4,0.1,41678,757,1554346,9663,27711,242,54.4,0.3,23589,260,47.7,0.3,21756,205,6.8,0.2,45672,1216,45.6,0.3,33423,351,37.1,0.3,30448,281,8.5,0.2,52274,973,22.9,,(X),,22.9,,(X),,21.9,,(X),
0400000US40,40,Oklahoma,1399079,4292,42541,309,78.8,0.2,45579,385,7.1,0.1,27732,1045,5.9,0.1,35817,1231,1.4,0.1,46998,4090,,,33601,5020,1.9,0.1,31449,2133,4.9,0.1,34690,1114,5.3,0.1,33074,1036,76.0,0.2,46135,367,6.6,0.2,24740,898,34.6,0.2,45909,569,37.0,0.2,53001,563,21.8,0.2,30657,429,935063,4802,53096,412,45.0,0.3,48369,666,55.0,0.3,56592,560,75.6,0.4,62705,466,17.8,0.3,24923,588,6.7,0.2,37438,1174,464016,4193,25122,346,54.4,0.5,21975,367,47.5,0.5,20241,373,6.9,0.3,39122,1828,45.6,0.5,29022,682,37.1,0.6,26510,628,8.5,0.4,41539,1983,24.5,,(X),,24.9,,(X),,22.3,,(X),
0400000US41,41,Oregon,1464672,3051,49863,339,89.8,0.2,50692,315,1.5,0.1,30246,3099,1.4,0.1,34150,2551,3.0,0.1,59143,2893,0.2,0.1,38697,4914,2.0,0.1,40999,2361,2.0,0.1,40645,1985,6.7,0.1,37205,1372,86.0,0.2,51492,318,5.0,0.1,25270,809,35.0,0.2,53578,550,39.3,0.2,60113,561,20.7,0.2,33874,453,933742,5280,60665,422,44.9,0.3,57190,788,55.1,0.3,63223,540,77.8,0.4,69833,476,15.8,0.3,29046,797,6.4,0.3,41628,1135,530930,4932,31079,336,53.0,0.6,27423,580,43.4,0.7,24082,537,9.6,0.3,48737,1986,47.0,0.6,35282,696,34.7,0.5,30628,585,12.3,0.4,53912,1476,22.3,,(X),,22.0,,(X),,21.4,,(X),
0400000US42,42,Pennsylvania,4877735,6828,50272,193,86.1,0.1,52863,193,9.5,0.1,31751,492,0.1,0.1,31927,2478,2.0,0.1,60417,2050,,,45419,8871,1.5,0.1,31268,1082,0.7,0.1,39038,2307,3.3,0.1,33127,959,84.5,0.1,53164,198,3.7,0.1,24317,753,32.7,0.1,57342,455,39.6,0.1,62971,317,24.0,0.1,29810,233,3197039,9488,63071,274,43.4,0.2,63380,411,56.6,0.2,62845,320,75.6,0.2,73389,309,18.0,0.2,31664,370,6.5,0.1,44978,742,1680696,9773,27773,255,55.5,0.3,22921,236,48.8,0.3,20852,203,6.7,0.2,52673,1241,44.5,0.3,34962,351,35.6,0.3,31369,269,8.8,0.2,57072,1265,26.0,,(X),,26.0,,(X),,24.9,,(X),
0400000US44,44,Rhode Island,402707,2231,55327,836,86.6,0.4,58942,900,4.6,0.3,38013,2026,0.4,0.1,32183,6505,2.1,0.1,53266,7470,,,,,5.0,0.3,30866,2971,1.3,0.2,39821,15986,8.3,0.3,34089,2150,83.6,0.4,59870,872,3.6,0.2,26884,2171,34.5,0.5,63270,1289,40.1,0.4,69080,1242,21.7,0.3,30547,982,254678,2829,71081,1126,45.8,0.7,67744,1739,54.2,0.7,73960,1548,73.4,0.9,83222,1121,20.1,0.8,34049,1283,6.4,0.5,55955,5825,148029,2979,31367,809,54.8,1.0,25366,1093,47.0,1.1,21824,700,7.9,0.6,56727,4430,45.2,1.0,38451,1674,35.3,1.2,33435,1631,9.8,0.7,63273,2778,30.9,,(X),,31.9,,(X),,27.8,,(X),
0400000US45,45,South Carolina,1686571,5309,44326,297,70.4,0.2,51883,359,26.6,0.2,28850,486,0.3,0.1,31237,4003,1.0,0.1,51897,5149,,,52500,7034,0.9,0.1,37365,2266,0.8,0.1,41619,3998,2.6,0.1,36359,1206,68.8,0.2,52365,370,4.8,0.2,24241,1394,34.8,0.2,49035,535,39.1,0.2,52597,613,21.2,0.2,30550,439,1135830,6563,54710,414,43.4,0.4,52104,769,56.6,0.4,56616,623,71.7,0.4,67312,534,22.1,0.4,25796,457,6.3,0.2,39958,1315,550741,5094,26303,358,54.4,0.5,21804,379,47.9,0.6,20063,448,6.5,0.3,43775,2026,45.6,0.5,32128,569,36.9,0.5,29014,858,8.7,0.3,48735,2450,30.3,,(X),,30.6,,(X),,28.2,,(X),
0400000US46,46,South Dakota,314820,1789,45542,534,91.8,0.3,47180,556,0.7,0.1,23615,13778,5.4,0.3,24653,1746,0.5,0.1,57105,16644,,,,,0.6,0.1,37561,6777,1.0,0.1,31450,3447,1.6,0.2,35172,4189,91.1,0.3,47259,562,6.9,0.3,26779,1706,32.6,0.4,52381,1110,37.6,0.4,56478,1061,22.9,0.3,29121,920,205109,2411,57803,814,44.7,0.5,56593,1414,55.3,0.5,58639,1037,80.1,0.7,65164,901,14.3,0.6,26235,1030,5.6,0.4,35473,2310,109711,2013,25888,548,53.3,1.2,21992,866,46.5,1.2,20037,850,6.8,0.7,43228,5371,46.7,1.2,30904,784,37.5,1.1,27862,1084,9.2,0.7,47752,2999,21.4,,(X),,22.0,,(X),,19.3,,(X),
0400000US47,47,Tennessee,2408031,5930,43662,255,81.5,0.1,46465,275,15.5,0.1,31054,502,0.3,0.1,30375,4358,1.0,0.1,61089,3809,,,61980,14115,0.8,0.1,35643,1652,0.9,0.1,34733,2448,2.3,0.1,36338,1273,80.1,0.1,46699,284,4.8,0.1,23050,1082,36.2,0.2,48019,476,38.4,0.2,52625,475,20.6,0.1,29004,360,1613134,7399,53653,351,44.2,0.2,50963,578,55.8,0.2,55597,475,74.1,0.3,64200,365,19.4,0.3,25963,469,6.5,0.2,35604,1028,794897,6066,26074,230,54.4,0.4,21929,321,48.1,0.4,20161,367,6.3,0.3,42025,1932,45.6,0.4,31218,422,36.8,0.5,28574,545,8.8,0.3,45553,1272,26.3,,(X),,26.4,,(X),,24.7,,(X),
0400000US48,48,Texas,8258094,12567,49078,190,74.3,0.1,53043,189,11.7,0.1,35422,445,0.5,0.1,44479,2215,3.0,0.1,64668,974,0.1,0.1,53884,7378,9.1,0.1,36376,374,1.3,0.1,44636,1352,28.8,0.1,36522,222,55.2,0.1,60757,245,5.7,0.1,25200,359,40.1,0.1,51684,275,36.9,0.1,60926,311,17.3,0.1,32674,245,5778364,14319,57495,270,50.5,0.2,52641,368,49.5,0.2,62279,300,73.4,0.2,69984,297,19.5,0.2,27885,315,7.1,0.1,41676,532,2479730,13004,31180,224,51.4,0.2,26407,244,44.7,0.3,24036,300,6.7,0.2,48079,1295,48.6,0.2,36545,376,38.7,0.3,32534,376,9.9,0.2,53945,985,25.7,,(X),,26.3,,(X),,22.8,,(X),
0400000US49,49,Utah,834483,2514,56484,419,92.4,0.2,57359,418,0.8,0.1,41674,6098,1.0,0.1,36361,3757,1.8,0.1,56554,2230,0.5,0.1,49375,9504,2.5,0.1,42524,2588,1.0,0.1,50619,6634,8.8,0.2,41463,857,86.4,0.2,58842,422,7.1,0.2,34162,1170,41.5,0.3,57767,504,34.5,0.3,72858,910,16.9,0.2,39602,712,625479,3740,64372,479,52.6,0.4,62995,660,47.4,0.4,65913,694,82.2,0.4,69922,624,12.3,0.3,35324,1100,5.5,0.2,49183,2340,209004,3284,33554,749,51.1,0.8,27257,608,42.5,0.9,24651,591,8.5,0.5,47549,2903,48.9,0.8,40869,956,36.3,0.8,35467,1249,12.6,0.7,57623,2541,22.3,,(X),,21.9,,(X),,22.0,,(X),
0400000US50,50,Vermont,252423,1478,51704,682,97.2,0.2,51919,659,0.5,0.1,31058,10597,0.3,0.1,22356,17832,0.7,0.1,56526,10594,,,,,,,47611,23780,1.0,0.1,41713,13816,1.0,0.1,50901,6800,96.5,0.2,51915,650,3.8,0.3,31039,2120,32.4,0.4,55168,1322,43.0,0.4,62083,1426,20.8,0.3,32008,1120,162024,1771,63240,1082,45.1,0.7,60113,1732,54.9,0.7,65647,1250,78.0,0.7,72561,1145,15.2,0.6,31931,1826,6.7,0.5,42522,1874,90399,1846,30354,865,54.7,1.2,25632,800,43.5,1.3,21564,979,11.2,0.9,50478,3103,45.3,1.2,36023,1267,33.3,1.3,29973,1205,12.1,0.9,59663,4243,23.1,,(X),,22.9,,(X),,21.7,,(X),
0400000US51,51,Virginia,2931657,7181,61044,347,74.1,0.1,66039,367,18.6,0.1,42477,644,0.3,0.1,46537,4146,4.0,0.1,81818,2487,0.1,0.1,80502,22924,1.8,0.1,57901,2662,1.2,0.1,57481,4639,4.6,0.1,59462,1909,71.5,0.1,66224,380,4.5,0.1,32178,839,37.2,0.1,65508,558,39.1,0.1,74303,576,19.2,0.1,37770,530,1963126,8643,72733,451,46.1,0.3,70878,689,53.9,0.3,74209,564,75.8,0.3,85642,476,18.1,0.3,34964,517,6.2,0.1,49750,1364,968531,8137,38444,480,54.6,0.4,31936,495,47.4,0.4,28769,598,7.3,0.2,61872,2162,45.4,0.4,45557,878,35.6,0.4,41230,608,9.8,0.3,66647,2654,24.6,,(X),,24.6,,(X),,23.1,,(X),
0400000US53,53,Washington,2510116,6055,57234,356,84.8,0.1,58955,400,3.1,0.1,40989,1786,1.2,0.1,40406,2111,5.6,0.1,64743,1515,0.3,0.1,54371,5830,2.8,0.1,38486,1532,2.2,0.1,50118,1912,6.4,0.1,40876,966,81.6,0.1,59687,409,5.0,0.1,31839,724,37.0,0.1,61813,595,39.4,0.2,69439,613,18.7,0.1,37437,462,1618506,6591,69162,439,47.4,0.3,65489,646,52.6,0.3,72125,532,77.5,0.3,79617,473,15.6,0.3,32473,713,6.9,0.2,49249,1807,891610,5731,36630,417,51.7,0.4,31533,407,42.5,0.4,27336,383,9.2,0.3,58358,1748,48.3,0.4,42883,617,36.6,0.5,37672,652,11.7,0.4,65115,1665,21.0,,(X),,20.9,,(X),,19.7,,(X),
0400000US54,54,West Virginia,742527,3551,37870,342,95.1,0.2,38411,351,3.2,0.1,24145,1701,0.2,0.1,31607,13908,0.5,0.1,54670,20725,,,,,0.1,0.1,34516,16754,0.8,0.1,28367,3719,0.7,0.1,32520,4557,94.6,0.2,38434,348,4.7,0.2,18505,1497,31.4,0.3,44322,864,39.3,0.2,46313,679,24.5,0.2,26506,402,495154,3615,47951,516,39.8,0.5,46589,1041,60.2,0.5,48644,524,77.5,0.5,54932,605,16.2,0.4,23436,1032,6.3,0.3,33347,1954,247373,3819,20705,344,55.1,0.7,17770,446,48.3,0.7,16601,375,6.8,0.4,35616,2718,44.9,0.7,25521,813,37.1,0.8,23011,1029,7.8,0.5,37365,3153,25.9,,(X),,26.3,,(X),,23.6,,(X),
0400000US55,55,Wisconsin,2236518,6099,52249,216,90.8,0.1,54117,234,4.9,0.1,28508,1234,0.8,0.1,35854,2482,1.4,0.1,55503,3055,,,,,1.5,0.1,36282,1899,0.7,0.1,40787,3150,3.3,0.1,38503,1637,89.0,0.1,54419,240,5.7,0.1,27772,850,35.1,0.2,58446,519,38.5,0.1,64413,341,20.7,0.1,31619,316,1458972,6606,65268,307,45.9,0.3,64530,445,54.1,0.3,65809,394,78.7,0.3,74060,329,15.0,0.2,30483,531,6.3,0.2,44135,933,777546,5555,30522,266,52.5,0.4,25751,306,44.2,0.4,23053,299,8.3,0.2,49849,1641,47.5,0.4,35971,509,37.2,0.4,32007,415,10.3,0.3,55161,1391,23.3,,(X),,23.0,,(X),,22.6,,(X),
0400000US56,56,Wyoming,207018,1748,53096,918,93.7,0.3,54069,961,,,41589,3852,1.5,0.2,42548,5713,,,48182,31254,,,49688,23909,1.8,0.2,41968,7575,1.8,0.2,34141,8462,5.5,0.3,46696,3878,90.4,0.4,54287,998,7.5,0.5,32466,1875,32.8,0.5,57578,1633,40.5,0.6,65879,1691,19.3,0.4,33704,1182,135497,2010,64874,1133,44.1,1.0,62317,1612,55.9,1.0,67314,1725,80.2,1.0,73815,1256,12.8,0.7,29078,1390,7.0,0.6,45131,3331,71521,2017,31488,906,48.4,1.4,26577,978,40.8,1.4,23884,1020,7.5,0.9,52721,6916,51.6,1.4,36529,1427,40.5,1.5,32334,1619,11.1,1.1,54804,7839,20.8,,(X),,21.3,,(X),,18.8,,(X),
0400000US72,72,Puerto Rico,1210537,4204,18610,163,75.4,0.3,18936,182,7.8,0.2,18034,752,0.2,0.1,16880,3879,0.4,0.1,18024,3148,,,,,10.8,0.2,16695,488,5.5,0.2,19042,678,98.6,0.1,18497,167,1.1,0.1,31460,2580,2.3,0.1,7095,770,32.0,0.3,23018,414,39.7,0.2,21380,306,26.1,0.2,13654,203,905493,4450,21639,212,41.6,0.4,20795,440,58.4,0.4,22074,221,60.7,0.4,27679,313,31.9,0.3,13055,297,7.4,0.2,18058,751,305044,3929,10232,195,57.2,0.6,9038,188,52.0,0.6,8423,185,5.1,0.4,22486,1721,42.8,0.6,12123,301,36.5,0.5,11003,302,6.4,0.3,24335,1398,20.1,,(X),,21.7,,(X),,13.4,,(X),
